DATA IN NGS FORMAT FROM DATABASE 19JUL15XA_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
   0.00038    .00000    .00000    .00000   0.593221795976240       0.0    272303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            272304
   0.02021  -0.13456    .00000    .00000    .00000    .00000              272305                
    26.300    15.400  1009.900   952.700    86.327    93.682 0 0          272306                
        0.4479403341   0.01268       -0.0169203804   0.00604  0           272308                
FORTLEZA  NYALES20  0059+581 2019 07 16 03 26  52.0000000000              272401                
  -17187443.30081438   0.01621   704986.1847347216   0.01592 0      I     272402                
   0.00041    .00000    .00000    .00000  -3.835328540692240       0.0    272403                
  7.261   0.298  0.0033  0.0007 -0.0634  0.0004    -171662.781            272404
   0.02021  -0.03774    .00000    .00000    .00000    .00000              272405                
    26.300     6.544  1009.900  1012.700    86.327    78.321 0 0          272406                
        0.0950558976   0.00928       -0.0082711420   0.00454  0           272408                
FORTLEZA  SESHAN25  0059+581 2019 07 16 03 26  52.0000000000              272501                
   -6440076.72547261   0.01470  1449751.7161646222   0.00819 0      I     272502                
   0.00034    .00000    .00000    .00000  -2.784022797198086       0.0    272503                
  7.261   2.910  0.0033 -0.0043 -0.0634 -0.0010      19694.911            272504
   0.02021   0.00000    .00000    .00000    .00000    .00000              272505                
    26.300    26.900  1009.900  1007.812    86.327    91.806 0 0          272506                
        0.6389307505   0.00866       -0.0157373001   0.00246  0           272508                
FORTLEZA  WETTZELL  0059+581 2019 07 16 03 26  52.0000000000              272601                
  -17846842.76824145   0.00760   593481.0723071481   0.00661 0      I     272602                
   0.00082    .00000    .00000    .00000   0.898738304649586       0.0    272603                
  7.261   0.339  0.0033  0.0000 -0.0634 -0.0001      -3142.032            272604
   0.02021   0.02609    .00000    .00000    .00000    .00000              272605                
    26.300    11.700  1009.900   945.500    86.327    99.900 0 0          272606                
        1.0356938464   0.00601       -0.0134677987   0.00306  0           272608                
ISHIOKA   MATERA    0059+581 2019 07 16 03 26  52.0000000000              272701                
  -12321127.15665053   0.01860  -764512.4356975090   0.01892 0      I     272702                
   0.00036    .00000    .00000    .00000  -2.836466564332254       0.0    272703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            272704
   0.00000  -0.13456    .00000    .00000    .00000    .00000              272705                
    22.694    15.400  1000.300   952.700    96.133    93.682 0 0          272706                
        0.3478768392   0.01308        0.0008234360   0.00622  0           272708                
ISHIOKA   NYALES20  0059+581 2019 07 16 03 26  52.0000000000              272801                
  -12300875.23314339   0.00724  -666845.4038375525   0.00712 0      I     272802                
   0.00092    .00000    .00000    .00000  -1.578380343789170       0.0    272803                
  2.749   0.298 -0.0152  0.0007 -0.0130  0.0004    -171442.041            272804
   0.00000  -0.03774    .00000    .00000    .00000    .00000              272805                
    22.694     6.544  1000.300  1012.700    96.133    78.321 0 0          272806                
        0.0223152041   0.00520       -0.0004142485   0.00289  0           272808                
ISHIOKA   SESHAN25  0059+581 2019 07 16 03 26  52.0000000000              272901                
   -1553505.03567613   0.00424    77919.0430652117   0.00236 0      I     272902                
   0.00118    .00000    .00000    .00000  -0.834641743007722       0.0    272903                
  2.749   2.910 -0.0152 -0.0043 -0.0130 -0.0010      19915.650            272904
   0.00000   0.00000    .00000    .00000    .00000    .00000              272905                
    22.694    26.900  1000.300  1007.812    96.133    91.806 0 0          272906                
        0.5664986087   0.00333       -0.0093734074   0.00109  0           272908                
ISHIOKA   WETTZELL  0059+581 2019 07 16 03 26  52.0000000000              273001                
  -12960275.27415491   0.00657  -778350.2941030187   0.00572 0      I     273002                
   0.00095    .00000    .00000    .00000  -5.941927312464615       0.0    273003                
  2.749   0.339 -0.0152  0.0000 -0.0130 -0.0001      -2921.292            273004
   0.00000   0.02609    .00000    .00000    .00000    .00000              273005                
    22.694    11.700  1000.300   945.500    96.133    99.900 0 0          273006                
        0.9684057930   0.00519       -0.0089447113   0.00265  0           273008                
MATERA    NYALES20  0059+581 2019 07 16 03 26  52.0000000000              273101                
      20253.14122153   0.00955    97666.7191919972   0.00971 0      I     273102                
   0.00071    .00000    .00000    .00000   0.741169515856876       0.0    273103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            273104
  -0.13456  -0.03774    .00000    .00000    .00000    .00000              273105                
    15.400     6.544   952.700  1012.700    93.682    78.321 0 0          273106                
       -0.3390626542   0.00678        0.0012171872   0.00324  0           273108                
MATERA    SESHAN25  0059+581 2019 07 16 03 26  52.0000000000              273201                
   10767632.50636453   0.01163   842431.5891221088   0.01182 0      I     273202                
   0.00058    .00000    .00000    .00000   3.477971470871631       0.0    273203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            273204
  -0.13456   0.00000    .00000    .00000    .00000    .00000              273205                
    15.400    26.900   952.700  1007.812    93.682    91.806 0 0          273206                
        0.2025469433   0.01027       -0.0057946095   0.00522  0           273208                
MATERA    WETTZELL  0059+581 2019 07 16 03 26  52.0000000000              273301                
    -639148.27343535   0.00465   -13837.9298694691   0.00473 0      I     273302                
   0.00145    .00000    .00000    .00000  -5.553534029616331       0.0    273303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            273304
  -0.13456   0.02609    .00000    .00000    .00000    .00000              273305                
    15.400    11.700   952.700   945.500    93.682    99.900 0 0          273306                
        0.6002384159   0.00523        0.0043068701   0.00277  0           273308                
NYALES20  SESHAN25  0059+581 2019 07 16 03 26  52.0000000000              273401                
