DATA IN NGS FORMAT FROM DATABASE 19JAN10XE_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
HART15M   YARRA12M  2227-088 2019 01 11 08 27  57.0000000000              262201                
  -12201567.03244990   0.01113  1670066.2830923314   0.02268 0      I     262202                
   0.00086    .00000    .00000    .00000  -2.053008780105037       0.0    262203                
  1.413   0.334 -0.0000  0.0010 -0.0245 -0.0009      -5306.654            262204
   0.00000   0.00000    .00000    .00000    .00000    .00000              262205                
    24.922    30.298   860.400   980.300    65.422    50.000 0 0          262206                
       -0.5330851585   0.00807       -0.0300678265   0.00937  0           262208                
HART15M   ZELENCHK  2227-088 2019 01 11 08 27  57.0000000000              262301                
    1492516.83502963   0.00735   370529.3428392995   0.01498 8      I     262302                
   0.00130    .00000    .00000    .00000   3.491180483562315       0.0    262303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262304
   0.00000   0.00000    .00000    .00000    .00000    .00000              262305                
    24.922     7.300   860.400   885.100    65.422    36.600 0 0          262306                
        0.0000000000   0.00000        0.0000000000   0.00000  0           262308                
ISHIOKA   KATH12M   2227-088 2019 01 11 08 27  57.0000000000              262401                
   -6887930.43912245   0.05535    -9804.0984267723   0.10901 2      I     262402                
   0.00017    .00000    .00000    .00000   0.705882098781108       0.1    262403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262404
   0.00000   0.00000    .00000    .00000    .00000    .00000              262405                
     6.061    35.878  1006.300   988.188    59.364    51.165 0 0          262406                
       -1.8760913878   0.03931        0.5673323595   0.04377  0           262408                
ISHIOKA   YARRA12M  2227-088 2019 01 11 08 27  57.0000000000              262501                
   -8103353.05103471   0.01388  -445815.3503485377   0.02828 0      I     262502                
   0.00069    .00000    .00000    .00000  -3.104431436371045       0.0    262503                
  0.233   0.334  0.0067  0.0010  0.0034 -0.0009       6661.876            262504
   0.00000   0.00000    .00000    .00000    .00000    .00000              262505                
     6.061    30.298  1006.300   980.300    59.364    50.000 0 0          262506                
       -0.0091504724   0.01421       -0.0000330750   0.01803  0           262508                
ISHIOKA   ZELENCHK  2227-088 2019 01 11 08 27  57.0000000000              262601                
    5590725.54335036   0.00659 -1745349.6754482258   0.01342 8      I     262602                
   0.00145    .00000    .00000    .00000   0.666584760052007       0.0    262603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262604
   0.00000   0.00000    .00000    .00000    .00000    .00000              262605                
     6.061     7.300  1006.300   885.100    59.364    36.600 0 0          262606                
        0.0000000000   0.00000        0.0000000000   0.00000  0           262608                
KATH12M   YARRA12M  2227-088 2019 01 11 08 27  57.0000000000              262701                
   -1215427.65443315   0.05668  -436012.0073183137   0.11163 1      I     262702                
   0.00017    .00000    .00000    .00000  -4.036127424774798       0.1    262703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262704
   0.00000   0.00000    .00000    .00000    .00000    .00000              262705                
    35.878    30.298   988.188   980.300    51.165    50.000 0 0          262706                
        2.1070597342   0.04020        0.8538339171   0.04462  0           262708                
KATH12M   ZELENCHK  2227-088 2019 01 11 08 27  57.0000000000              262801                
   12478642.01991819   0.05203 -1735551.8883410743   0.10600 4      I     262802                
   0.00019    .00000    .00000    .00000   3.034146087830001       0.1    262803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262804
   0.00000   0.00000    .00000    .00000    .00000    .00000              262805                
    35.878     7.300   988.188   885.100    51.165    36.600 0 0          262806                
       -0.2197401826   0.04794       -2.2144615432   0.06357  0           262808                
YARRA12M  ZELENCHK  2227-088 2019 01 11 08 27  57.0000000000              262901                
   13694068.04790900   0.01171 -1299535.4334296803   0.02385 1      I     262902                
   0.00081    .00000    .00000    .00000   6.219547475035489       0.0    262903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262904
   0.00000   0.00000    .00000    .00000    .00000    .00000              262905                
    30.298     7.300   980.300   885.100    50.000    36.600 0 0          262906                
       -3.6488577468   0.02000       -0.0462866921   0.02848  0           262908                
ISHIOKA   KOKEE     2355-106 2019 01 11 08 29  44.0000000000              263001                
   11395636.42908107   0.01825   997140.8358205254   0.02630 0      I     263002                
   0.00044    .00000    .00000    .00000   4.845072992214617       0.0    263003                
  0.191   1.734  0.0054 -0.0283  0.0011  0.1385       8928.009            263004
   0.00000  -0.02706    .00000    .00000    .00000    .00000              263005                
     6.136    12.600  1006.300   889.231    58.123    93.370 0 0          263006                
        0.1966666507   0.01052        0.0282029601   0.00759  0           263008                
HART15M   KATH12M   1057-797 2019 01 11 08 30  14.0000000000              263101                
    6473398.82829698   0.05491  -344813.9671676542   0.09542 2      I     263102                
   0.00016    .00000    .00000    .00000   4.136464415688514       0.1    263103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            263104
   0.00000   0.00000    .00000    .00000    .00000    .00000              263105                
    25.022    35.704   860.378   988.174    65.921    50.895 0 0          263106                
        1.9618122267   0.03999        0.4106700134   0.03966  0           263108                
HART15M   YARRA12M  1057-797 2019 01 11 08 30  14.0000000000              263201                
    1494994.38616418   0.01089  -269287.4816914644   0.01893 0      I     263202                
   0.00081    .00000    .00000    .00000  -1.635061599691817       0.0    263203                
  1.185   0.904 -0.0137 -0.0215  0.0031  0.0007      -5306.637            263204
   0.00000   0.00000    .00000    .00000    .00000    .00000              263205                
